,Song,Artist,Tempo,Valence,Loudness,Energy,Key,Rank
3712,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,65
3713,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,66
3714,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,67
3715,Self Control,YoungBoy Never Broke Again,154.992,0.629,-7.296,0.697,6,68
3716,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,69
3717,Heat,Chris Brown Featuring Gunna,82.43,0.483,-5.83,0.613,0,70
3718,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,71
3719,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,72
3720,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,73
3721,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,74
3722,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,75
3723,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,76
3724,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,77
3725,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,78
3726,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,79
3727,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,80
3728,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,81
3729,homecoming queen?,Kelsea Ballerini,114.014,0.29,-5.443,0.512,9,82
3730,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,83
3731,Press,Cardi B,133.983,0.243,-5.665,0.525,1,84
3732,Good Vibes,Chris Janson,92.004,0.736,-2.771,0.846,0,85
3733,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,86
3734,Buy My Own Drinks,Runaway June,155.963,0.962,-4.406,0.9,5,88
3735,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,89
3736,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,90
3737,Every Little Thing,Russell Dickerson,93.869,0.859,-4.664,0.854,1,91
3738,Even Though I'm Leaving,Luke Combs,77.962,0.624,-6.04,0.755,2,92
3739,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,93
3740,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,94
3741,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",99.978,0.312,-8.054,0.525,2,95
3742,The Man,Taylor Swift,110.048,0.633,-5.191,0.658,0,96
3743,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,97
3744,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,98
3745,Playing Games,Summer Walker,115.918,0.459,-6.606,0.408,11,99
3746,Doin' Time,Lana Del Rey,144.979,0.496,-11.196,0.538,7,100
3747,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3748,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3749,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,3
3750,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,4
3751,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,5
3752,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,6
3753,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,7
3754,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,8
3755,Circles,Post Malone,120.042,0.553,-3.497,0.762,0,9
3756,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,10
3757,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,11
3758,Talk,Khalid,135.984,0.346,-8.575,0.4,0,12
3759,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",102.861,0.334,-5.325,0.755,1,13
3760,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,14
3761,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,15
3762,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,16
3763,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,139.919,0.272,-2.665,0.8,1,17
3764,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,18
3765,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,19
3766,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,20
3767,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,21
3768,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,22
3769,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,23
3770,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,24
3771,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,25
3772,Enemies,Post Malone Featuring DaBaby,76.388,0.667,-4.169,0.674,6,26
3773,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,27
3774,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,28
3775,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,29
3776,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,30
3777,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,32
3778,Saint-Tropez,Post Malone,132.113,0.295,-3.618,0.684,0,33
3779,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,34
3780,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,35
3781,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,36
3782,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,37
3783,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,38
3784,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,39
3785,Camelot,NLE Choppa,175.041,0.762,-5.252,0.713,7,40
3786,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,41
3787,Die For Me,Post Malone Featuring Future & Halsey,145.01,0.452,-2.848,0.66,0,42
3788,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,43
3789,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,44
3790,Graveyard,Halsey,92.043,0.187,-5.127,0.583,11,45
3791,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,46
3792,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,47
3793,On The Road,Post Malone Featuring Meek Mill & Lil Baby,112.93,0.21,-5.046,0.737,7,48
3794,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,49
3795,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,50
3796,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,51
3797,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,52
3798,Time,NF,98.049,0.198,-4.058,0.688,0,53
3799,Liar,Camila Cabello,98.016,0.652,-6.684,0.498,11,54
3800,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,55
3801,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,56
3802,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,57
3803,Motivation,Normani,170.918,0.881,-3.967,0.887,4,58
3804,A Thousand Bad Times,Post Malone,159.0,0.317,-3.498,0.732,6,60
3805,Heat,Chris Brown Featuring Gunna,82.43,0.483,-5.83,0.613,0,61
3806,Even Though I'm Leaving,Luke Combs,77.962,0.624,-6.04,0.755,2,62
3807,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,63
3808,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,64
3809,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,65
3810,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,66
3811,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,67
3812,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,68
3813,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,69
3814,Staring At The Sun,Post Malone Featuring SZA,95.074,0.347,-4.389,0.772,6,70
3815,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,72
3816,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,73
3817,Good Vibes,Chris Janson,92.004,0.736,-2.771,0.846,0,74
3818,Behind Barz,Drake,142.069,0.272,-4.684,0.554,8,75
3819,Mood Swings,A Boogie Wit da Hoodie,120.051,0.93,-5.952,0.664,4,76
3820,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,77
3821,Allergic,Post Malone,144.968,0.57,-3.694,0.741,0,78
3822,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,79
3823,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,80
3824,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,81
3825,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,82
3826,Self Control,YoungBoy Never Broke Again,154.992,0.629,-7.296,0.697,6,83
3827,Every Little Thing,Russell Dickerson,93.869,0.859,-4.664,0.854,1,84
3828,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,85
3829,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,86
3830,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,87
3831,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,88
3832,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,89
3833,Press,Cardi B,133.983,0.243,-5.665,0.525,1,90
3834,Hot Girl Bummer,blackbear,129.989,0.678,-7.109,0.559,6,91
3835,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,92
3836,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,93
3837,Playing Games,Summer Walker,115.918,0.459,-6.606,0.408,11,94
3838,Shameless,Camila Cabello,129.698,0.0851,-5.437,0.651,4,95
3839,What If I Never Get Over You,Lady Antebellum,93.029,0.34,-5.147,0.724,0,96
3840,"1, 2 Many",Luke Combs & Brooks & Dunn,148.791,0.685,-3.789,0.821,6,97
3841,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,98
3842,We Were,Keith Urban,79.312,0.633,-6.162,0.803,5,99
3843,Remember You Young,Thomas Rhett,113.994,0.299,-6.274,0.51,6,100
3844,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3845,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3846,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,3
3847,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,4
3848,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,5
3849,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,6
3850,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,7
3851,Circles,Post Malone,120.042,0.553,-3.497,0.762,0,8
3852,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,9
3853,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,10
3854,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,11
3855,Talk,Khalid,135.984,0.346,-8.575,0.4,0,12
3856,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,13
3857,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,14
3858,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,15
3859,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,16
3860,INTRO,DaBaby,100.024,0.672,-7.699,0.685,0,17
3861,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,18
3862,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,19
3863,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,20
3864,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,21
3865,Memories,Maroon 5,91.019,0.575,-7.209,0.32,11,22
3866,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,23
3867,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,24
3868,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,139.919,0.272,-2.665,0.8,1,25
3869,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,26
3870,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,27
3871,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,28
3872,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,29
3873,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,30
3874,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,31
3875,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,32
3876,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,33
3877,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,34
3878,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,35
3879,Enemies,Post Malone Featuring DaBaby,76.388,0.667,-4.169,0.674,6,36
3880,Camelot,NLE Choppa,175.041,0.762,-5.252,0.713,7,37
3881,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,39
3882,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,40
3883,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,41
3884,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,42
3885,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,43
3886,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,44
3887,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,45
3888,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,46
3889,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,47
3890,Saint-Tropez,Post Malone,132.113,0.295,-3.618,0.684,0,48
3891,Time,NF,98.049,0.198,-4.058,0.688,0,49
3892,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,50
3893,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,51
3894,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",102.861,0.334,-5.325,0.755,1,52
3895,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,54
3896,Liar,Camila Cabello,98.016,0.652,-6.684,0.498,11,55
3897,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,56
3898,Heat,Chris Brown Featuring Gunna,82.43,0.483,-5.83,0.613,0,57
3899,Even Though I'm Leaving,Luke Combs,77.962,0.624,-6.04,0.755,2,58
3900,Die For Me,Post Malone Featuring Future & Halsey,145.01,0.452,-2.848,0.66,0,59
3901,Graveyard,Halsey,92.043,0.187,-5.127,0.583,11,60
3902,Motivation,Normani,170.918,0.881,-3.967,0.887,4,61
3903,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,62
3904,On The Road,Post Malone Featuring Meek Mill & Lil Baby,112.93,0.21,-5.046,0.737,7,63
3905,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,64
3906,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,65
3907,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,66
3908,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,67
3909,Good Vibes,Chris Janson,92.004,0.736,-2.771,0.846,0,68
3910,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,69
3911,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,70
3912,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,71
3913,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,72
3914,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,73
3915,Playing Games,Summer Walker,115.918,0.459,-6.606,0.408,11,74
3916,Every Little Thing,Russell Dickerson,93.869,0.859,-4.664,0.854,1,75
3917,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,76
3918,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,77
3919,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,78
3920,Hot Girl Bummer,blackbear,129.989,0.678,-7.109,0.559,6,79
3921,Self Control,YoungBoy Never Broke Again,154.992,0.629,-7.296,0.697,6,80
3922,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,81
3923,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,82
3924,Behind Barz,Drake,142.069,0.272,-4.684,0.554,8,83
3925,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,84
3926,Remember You Young,Thomas Rhett,113.994,0.299,-6.274,0.51,6,85
3927,Adicto,"Tainy, Anuel AA & Ozuna",80.002,0.623,-4.803,0.836,10,86
3928,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,87
3929,A Thousand Bad Times,Post Malone,159.0,0.317,-3.498,0.732,6,88
3930,What If I Never Get Over You,Lady Antebellum,93.029,0.34,-5.147,0.724,0,89
3931,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,90
3932,We Were,Keith Urban,79.312,0.633,-6.162,0.803,5,91
3933,Higher Love,Kygo X Whitney Houston,103.952,0.404,-7.159,0.678,8,92
3934,Stuck In A Dream,Lil Mosey x Gunna,139.952,0.726,-6.445,0.648,10,93
3935,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,94
3936,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,95
3937,Loco Contigo,"DJ Snake, J. Balvin & Tyga",192.091,0.371,-2.986,0.758,11,96
3938,Shameless,Camila Cabello,129.698,0.0851,-5.437,0.651,4,97
3939,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,98
3940,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,99
3941,The Bones,Maren Morris,77.004,0.335,-6.642,0.57,11,100
3942,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3943,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3944,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,3
3945,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,4
3946,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,5
3947,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,6
3948,Circles,Post Malone,120.042,0.553,-3.497,0.762,0,7
3949,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,8
3950,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,9
3951,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,10
3952,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,11
3953,Talk,Khalid,135.984,0.346,-8.575,0.4,0,12
3954,INTRO,DaBaby,100.024,0.672,-7.699,0.685,0,13
3955,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,14
3956,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,15
3957,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,16
3958,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,17
3959,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,18
3960,BOP,DaBaby,126.77,0.836,-3.909,0.787,11,19
3961,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,20
3962,VIBEZ,DaBaby,154.187,0.777,-2.708,0.652,1,21
3963,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,22
3964,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,23
3965,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,24
3966,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,25
3967,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,26
3968,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,27
3969,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,160.004,0.542,-4.141,0.582,8,28
3970,Memories,Maroon 5,91.019,0.575,-7.209,0.32,11,29
3971,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,30
3972,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,31
3973,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,32
3974,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,33
3975,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,35
3976,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,36
3977,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,37
3978,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,38
3979,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,39
3980,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,139.919,0.272,-2.665,0.8,1,40
3981,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,41
3982,Camelot,NLE Choppa,175.041,0.762,-5.252,0.713,7,42
3983,iPHONE,DaBaby & Nicki Minaj,159.987,0.305,-6.409,0.574,1,43
3984,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,44
3985,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,45
3986,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,46
3987,OFF THE RIP,DaBaby,164.084,0.602,-4.002,0.693,0,47
3988,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,48
3989,POP STAR,DaBaby Featuring Kevin Gates,81.537,0.729,-4.632,0.76,6,49
3990,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,50
3991,RAW SHIT,DaBaby Featuring Migos,130.046,0.85,-4.946,0.714,5,51
3992,Enemies,Post Malone Featuring DaBaby,76.388,0.667,-4.169,0.674,6,52
3993,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,53
3994,Time,NF,98.049,0.198,-4.058,0.688,0,54
3995,GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",161.867,0.838,-4.435,0.664,8,55
3996,Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",112.01,0.497,-2.326,0.836,9,56
3997,Heat,Chris Brown Featuring Gunna,82.43,0.483,-5.83,0.613,0,57
3998,Even Though I'm Leaving,Luke Combs,77.962,0.624,-6.04,0.755,2,58
3999,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,59
4000,Graveyard,Halsey,92.043,0.187,-5.127,0.583,11,60
4001,Liar,Camila Cabello,98.016,0.652,-6.684,0.498,11,61
4002,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,62
4003,REALLY,DaBaby Featuring Stunna 4 Vegas,100.091,0.608,-5.175,0.654,1,63
4004,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,64
4005,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,65
4006,Good Vibes,Chris Janson,92.004,0.736,-2.771,0.846,0,66
4007,Motivation,Normani,170.918,0.881,-3.967,0.887,4,67
4008,Saint-Tropez,Post Malone,132.113,0.295,-3.618,0.684,0,68
4009,XXL,DaBaby,143.975,0.705,-5.333,0.655,6,69
4010,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,70
4011,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",102.861,0.334,-5.325,0.755,1,71
4012,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,72
4013,PROLLY HEARD,DaBaby,124.052,0.929,-2.388,0.783,1,73
4014,Playing Games,Summer Walker,115.918,0.459,-6.606,0.408,11,75
4015,Hot Girl Bummer,blackbear,129.989,0.678,-7.109,0.559,6,76
4016,Every Little Thing,Russell Dickerson,93.869,0.859,-4.664,0.854,1,77
4017,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,78
4018,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,79
4019,Die For Me,Post Malone Featuring Future & Halsey,145.01,0.452,-2.848,0.66,0,80
4020,Chicken Noodle Soup,j-hope Featuring Becky G.,97.053,0.168,-4.081,0.817,2,81
4021,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,82
4022,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,83
4023,Heartache Medication,Jon Pardi,95.075,0.734,-3.343,0.791,9,84
4024,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,85
4025,By My Lonely,Kevin Gates,147.014,0.443,-4.947,0.696,5,86
4026,On The Road,Post Malone Featuring Meek Mill & Lil Baby,112.93,0.21,-5.046,0.737,7,87
4027,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,88
4028,There He Go,DaBaby,84.435,0.758,-3.368,0.747,1,89
4029,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,90
4030,Remember You Young,Thomas Rhett,113.994,0.299,-6.274,0.51,6,91
4031,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,92
4032,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,93
4033,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,94
4034,Higher Love,Kygo X Whitney Houston,103.952,0.404,-7.159,0.678,8,95
4035,Self Control,YoungBoy Never Broke Again,154.992,0.629,-7.296,0.697,6,96
4036,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,97
4037,Adicto,"Tainy, Anuel AA & Ozuna",80.002,0.623,-4.803,0.836,10,98
